source,target,relationship,sentiment,url,article_source,date
Republican Party,Adam Schiff,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/-enemy-trump-claims-democrats-are-dangerous-us-foreign-adversaries-rcna175198,us,2024-10-13
Adam Schiff,2016 Trump campaign's contacts with Russia,investigates,NEUTRAL,https://www.nbcnews.com/politics/2024-election/-enemy-trump-claims-democrats-are-dangerous-us-foreign-adversaries-rcna175198,us,2024-10-13
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/totally-illegal-trump-escalates-rhetoric-outlawing-political-dissent-c-rcna174280,us,2024-10-13
Donald Trump,Joe Biden,accuses,HOSTILE,https://www.nbcnews.com/politics/2024-election/totally-illegal-trump-escalates-rhetoric-outlawing-political-dissent-c-rcna174280,us,2024-10-13
Donald Trump,Adam Schiff,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/totally-illegal-trump-escalates-rhetoric-outlawing-political-dissent-c-rcna174280,us,2024-10-13
Donald Trump,Democratic Party,accuses,HOSTILE,https://www.nbcnews.com/politics/2024-election/totally-illegal-trump-escalates-rhetoric-outlawing-political-dissent-c-rcna174280,us,2024-10-13
John Fetterman,Kamala Harris,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/totally-illegal-trump-escalates-rhetoric-outlawing-political-dissent-c-rcna174280,us,2024-10-13
Ruth Ben-Ghiat,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/totally-illegal-trump-escalates-rhetoric-outlawing-political-dissent-c-rcna174280,us,2024-10-13
Donald Trump,Erie,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Donald Trump,Erie,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Donald Trump,El Paso,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Donald Trump,Spokane,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Donald Trump,Missoula County,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Donald Trump,Mesa,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Bernie Sanders,Spokane,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Hillary Clinton,Spokane,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Laura Cruz Acosta,El Paso,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Erin Hut,Spokane,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Allison Franz,Missoula County,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Nancy Sorensen,Mesa,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Ana Pereira,Mesa,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Rob Lee,Erie,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Kamala Harris,White House,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/cities-seek-750k-unpaid-bills-trump-campaign-events-rcna174757,us,2024-10-11
Timothy Haugh,China,criticizes,HOSTILE,https://www.nbcnews.com/news/us-news/chinese-hack-telecommunications-companies-investigation-nsa-chief-says-rcna174208,us,2024-10-07
China,AT&T,accuses,HOSTILE,https://www.nbcnews.com/news/us-news/chinese-hack-telecommunications-companies-investigation-nsa-chief-says-rcna174208,us,2024-10-07
China,Verizon,accuses,HOSTILE,https://www.nbcnews.com/news/us-news/chinese-hack-telecommunications-companies-investigation-nsa-chief-says-rcna174208,us,2024-10-07
China,Lumen Technologies,accuses,HOSTILE,https://www.nbcnews.com/news/us-news/chinese-hack-telecommunications-companies-investigation-nsa-chief-says-rcna174208,us,2024-10-07
National Security Agency,government agencies,partners with,NEUTRAL,https://www.nbcnews.com/news/us-news/chinese-hack-telecommunications-companies-investigation-nsa-chief-says-rcna174208,us,2024-10-07
Timothy Haugh,NSA,leads,NEUTRAL,https://www.nbcnews.com/news/us-news/chinese-hack-telecommunications-companies-investigation-nsa-chief-says-rcna174208,us,2024-10-07
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.nbcnews.com/investigations/border-crossings-dropped-lowest-level-biden-administration-september-rcna174574,us,2024-10-08
Joe Biden,United States,leads,NEUTRAL,https://www.nbcnews.com/investigations/border-crossings-dropped-lowest-level-biden-administration-september-rcna174574,us,2024-10-08
Brian Kemp,Georgia,leads,NEUTRAL,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Georgia Supreme Court,Georgia,represents,NEUTRAL,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Robert McBurney,Georgia,represents,NEUTRAL,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Kamala Harris,White House,partners with,NEUTRAL,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Kamala Harris,Amber Nicole Thurman,highlights,NEUTRAL,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Kamala Harris,Candi Miller,highlights,NEUTRAL,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Feminist Women’s Health Center,Georgia,criticizes,HOSTILE,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Planned Parenthood Southeast,Georgia,criticizes,HOSTILE,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
Georgia Supreme Court,abortion ban,supports,NEUTRAL,https://www.nbcnews.com/politics/georgia-supreme-court-reinstates-states-6-week-abortion-ban-rcna174336,us,2024-10-07
William Burns,Iran,criticizes,NEUTRAL,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
William Burns,Israel,criticizes,NEUTRAL,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
Donald Trump,Iran,opposes,HOSTILE,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
United States,Iran,opposes,NEUTRAL,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
Israel,Hezbollah,opposes,HOSTILE,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
Israel,Hamas,opposes,HOSTILE,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
William Burns,Russia,criticizes,NEUTRAL,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
William Burns,United States,partners with,NEUTRAL,https://www.nbcnews.com/investigations/no-evidence-iran-rushing-build-nuclear-weapon-cia-director-says-rcna174004,us,2024-10-08
Ramzan Kadyrov,Dagestan,accuses,HOSTILE,https://www.nbcnews.com/news/world/russia-chechnya-ramzan-kadyrov-blood-feud-assassination-lawmakers-rcna174820,us,2024-10-10
Ramzan Kadyrov,Ingushetia,accuses,HOSTILE,https://www.nbcnews.com/news/world/russia-chechnya-ramzan-kadyrov-blood-feud-assassination-lawmakers-rcna174820,us,2024-10-10
Ramzan Kadyrov,Vladimir Putin,partners with,NEUTRAL,https://www.nbcnews.com/news/world/russia-chechnya-ramzan-kadyrov-blood-feud-assassination-lawmakers-rcna174820,us,2024-10-10
Vladimir Putin,Ramzan Kadyrov,supports,NEUTRAL,https://www.nbcnews.com/news/world/russia-chechnya-ramzan-kadyrov-blood-feud-assassination-lawmakers-rcna174820,us,2024-10-10
Dan Huot,SpaceX,represents,NEUTRAL,https://www.nbcnews.com/news/us-news/spacex-starship-rocket-launch-rcna175191,us,2024-10-13
Bill Nelson,SpaceX,supports,FRIENDLY,https://www.nbcnews.com/news/us-news/spacex-starship-rocket-launch-rcna175191,us,2024-10-13
Nasa,SpaceX,partners with,NEUTRAL,https://www.nbcnews.com/news/us-news/spacex-starship-rocket-launch-rcna175191,us,2024-10-13
SpaceX,Federal Aviation Administration,criticizes,HOSTILE,https://www.nbcnews.com/news/us-news/spacex-starship-rocket-launch-rcna175191,us,2024-10-13
Elon Musk,Federal Aviation Administration,criticizes,HOSTILE,https://www.nbcnews.com/news/us-news/spacex-starship-rocket-launch-rcna175191,us,2024-10-13
SpaceX,U.S. Fish and Wildlife Service,partners with,NEUTRAL,https://www.nbcnews.com/news/us-news/spacex-starship-rocket-launch-rcna175191,us,2024-10-13
SpaceX,National Marine Fisheries Service,partners with,NEUTRAL,https://www.nbcnews.com/news/us-news/spacex-starship-rocket-launch-rcna175191,us,2024-10-13
Ron DeSantis,Florida Division of Emergency Management,supports,NEUTRAL,https://www.nbcnews.com/news/us-news/milton-shreds-roof-tropicana-field-home-baseballs-tampa-bay-rays-rcna174808,us,2024-10-10
JPMorgan Chase,Daniel Pinto,represents,NEUTRAL,https://www.nbcnews.com/business/economy/fed-finally-cutting-rates-banks-arent-clear-just-yet-rcna174908,us,2024-10-10
Morgan Stanley,Goldman Sachs,recommends,NEUTRAL,https://www.nbcnews.com/business/economy/fed-finally-cutting-rates-banks-arent-clear-just-yet-rcna174908,us,2024-10-10
Morgan Stanley,Bank of America,recommends,NEUTRAL,https://www.nbcnews.com/business/economy/fed-finally-cutting-rates-banks-arent-clear-just-yet-rcna174908,us,2024-10-10
Morgan Stanley,Citibank,recommends,NEUTRAL,https://www.nbcnews.com/business/economy/fed-finally-cutting-rates-banks-arent-clear-just-yet-rcna174908,us,2024-10-10
Morgan Stanley,US Bank,endorses,NEUTRAL,https://www.nbcnews.com/business/economy/fed-finally-cutting-rates-banks-arent-clear-just-yet-rcna174908,us,2024-10-10
Morgan Stanley,Zions,endorses,NEUTRAL,https://www.nbcnews.com/business/economy/fed-finally-cutting-rates-banks-arent-clear-just-yet-rcna174908,us,2024-10-10
Morgan Stanley,JPMorgan Chase,opposes,NEUTRAL,https://www.nbcnews.com/business/economy/fed-finally-cutting-rates-banks-arent-clear-just-yet-rcna174908,us,2024-10-10
Brewster Kahle,Internet Archive,leads,NEUTRAL,https://www.nbcnews.com/tech/security/internet-archive-faced-barrage-cyberattacks-rcna175389,us,2024-10-14
Internet Archive,Wayback Machine,runs,NEUTRAL,https://www.nbcnews.com/tech/security/internet-archive-faced-barrage-cyberattacks-rcna175389,us,2024-10-14
Russia,United States,opposes,HOSTILE,https://www.nbcnews.com/tech/security/internet-archive-faced-barrage-cyberattacks-rcna175389,us,2024-10-14
Jake Moore,ESET,represents,NEUTRAL,https://www.nbcnews.com/tech/security/internet-archive-faced-barrage-cyberattacks-rcna175389,us,2024-10-14
Shannon G. Benton,Senior Citizens League,leads,NEUTRAL,https://www.nbcnews.com/business/consumer/social-security-cola-2025-how-much-retirees-beneficiaries-rcna174741,us,2024-10-10
Lisa Marie Presley,Benjamin Keough,accuses,HOSTILE,https://www.nbcnews.com/news/us-news/lisa-marie-presley-kept-dead-sons-body-home-2-months-death-rcna174523,us,2024-10-08
Elon Musk,America PAC,supports,FRIENDLY,https://www.nbcnews.com/tech/tech-news/musk-pac-signature-47-pay-refer-swing-state-voters-sign-petition-rcna174310,us,2024-10-07
America PAC,Donald Trump,supports,FRIENDLY,https://www.nbcnews.com/tech/tech-news/musk-pac-signature-47-pay-refer-swing-state-voters-sign-petition-rcna174310,us,2024-10-07
OpenSecrets,Republican Party,supports,FRIENDLY,https://www.nbcnews.com/tech/tech-news/musk-pac-signature-47-pay-refer-swing-state-voters-sign-petition-rcna174310,us,2024-10-07
OpenSecrets,Democratic Party,opposes,HOSTILE,https://www.nbcnews.com/tech/tech-news/musk-pac-signature-47-pay-refer-swing-state-voters-sign-petition-rcna174310,us,2024-10-07
Elon Musk,Donald Trump,endorses,FRIENDLY,https://www.nbcnews.com/tech/tech-news/musk-pac-signature-47-pay-refer-swing-state-voters-sign-petition-rcna174310,us,2024-10-07
Elon Musk,America PAC,partners with,NEUTRAL,https://www.nbcnews.com/tech/tech-news/musk-pac-signature-47-pay-refer-swing-state-voters-sign-petition-rcna174310,us,2024-10-07
Donald Trump,Iowa caucuses,won,NEUTRAL,https://www.nbcnews.com/politics/2024-primary-elections/calendar,us,2024-10-12
Donald Trump,New Hampshire,won,NEUTRAL,https://www.nbcnews.com/politics/2024-primary-elections/calendar,us,2024-10-12
Joe Biden,New Hampshire primary,won,NEUTRAL,https://www.nbcnews.com/politics/2024-primary-elections/calendar,us,2024-10-12
Donald Trump,Republican Party,partners with,NEUTRAL,https://www.npr.org/2024/10/12/nx-s1-5147789/voting-election-2024-noncitizen-fact-check-trump,us,2024-10-12
Donald Trump,Jesse Richman,criticizes,NEUTRAL,https://www.npr.org/2024/10/12/nx-s1-5147789/voting-election-2024-noncitizen-fact-check-trump,us,2024-10-12
Donald Trump,2024 election,opposes,HOSTILE,https://www.npr.org/2024/10/12/nx-s1-5147789/voting-election-2024-noncitizen-fact-check-trump,us,2024-10-12
Sylvia Albert,voter rights,supports,FRIENDLY,https://www.npr.org/2024/10/12/nx-s1-5147789/voting-election-2024-noncitizen-fact-check-trump,us,2024-10-12
Donald Trump,election,criticizes,HOSTILE,https://www.npr.org/2024/10/12/nx-s1-5147789/voting-election-2024-noncitizen-fact-check-trump,us,2024-10-12
Donald Trump,United States,criticizes,HOSTILE,https://www.npr.org/2024/10/11/nx-s1-5147732/voter-fraud-explainer,us,2024-10-11
Frank LaRose,Ohio,leads,NEUTRAL,https://www.npr.org/2024/10/11/nx-s1-5147732/voter-fraud-explainer,us,2024-10-11
Alice Clapman,voter fraud,criticizes,HOSTILE,https://www.npr.org/2024/10/11/nx-s1-5147732/voter-fraud-explainer,us,2024-10-11
TikTok,American teenagers,criticizes,HOSTILE,https://www.npr.org/2024/10/11/g-s1-27676/tiktok-redacted-documents-in-teen-safety-lawsuit-revealed,us,2024-10-11
TikTok,ByteDance,partners with,NEUTRAL,https://www.npr.org/2024/10/11/g-s1-27676/tiktok-redacted-documents-in-teen-safety-lawsuit-revealed,us,2024-10-11
TikTok,Justice Department,accuses,HOSTILE,https://www.npr.org/2024/10/11/g-s1-27676/tiktok-redacted-documents-in-teen-safety-lawsuit-revealed,us,2024-10-11
Montgomery County,Zachary Marks,supports,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5119633/housing-crisis-solution-public-housing-mixed-income-maryland,us,2024-10-07
Zachary Marks,Montgomery County,represents,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5119633/housing-crisis-solution-public-housing-mixed-income-maryland,us,2024-10-07
Chelsea Andrews,Housing Opportunities Commission,leads,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5119633/housing-crisis-solution-public-housing-mixed-income-maryland,us,2024-10-07
Montgomery County,United States,opposes,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5119633/housing-crisis-solution-public-housing-mixed-income-maryland,us,2024-10-07
Paul Williams,Center for Public Enterprise,leads,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5119633/housing-crisis-solution-public-housing-mixed-income-maryland,us,2024-10-07
Hamas,Israel,opposes,HOSTILE,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
Israel,Hamas,opposes,HOSTILE,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
Hezbollah,Israel,opposes,HOSTILE,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
Israel,Lebanon,opposes,HOSTILE,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
Israel,Gaza,opposes,HOSTILE,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
Israel,al-Mawasi,opposes,HOSTILE,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
He Yin,Gaza,represents,NEUTRAL,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
Health Ministry,Gaza,represents,NEUTRAL,https://www.npr.org/2024/10/09/g-s1-27175/israel-hamas-war-gaza-map,us,2024-10-10
FEMA,southeast,supports,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5144159/fema-funding-migrants-disaster-relief-fund,us,2024-10-07
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.npr.org/2024/10/07/nx-s1-5144159/fema-funding-migrants-disaster-relief-fund,us,2024-10-07
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.npr.org/2024/10/07/nx-s1-5144159/fema-funding-migrants-disaster-relief-fund,us,2024-10-07
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/10/07/nx-s1-5144159/fema-funding-migrants-disaster-relief-fund,us,2024-10-07
Joe Biden,U.S. Congress,leads,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5144159/fema-funding-migrants-disaster-relief-fund,us,2024-10-07
Mike Johnson,disaster relief,opposes,NEUTRAL,https://www.npr.org/2024/10/07/nx-s1-5144159/fema-funding-migrants-disaster-relief-fund,us,2024-10-07
Michael Wehner,Lawrence Berkeley National Laboratory,represents,NEUTRAL,https://www.npr.org/2024/10/09/nx-s1-5144216/climate-change-hurricane-helene,us,2024-10-09
Julie Arrighi,Red Cross Red Crescent Climate Centre,leads,NEUTRAL,https://www.npr.org/2024/10/09/nx-s1-5144216/climate-change-hurricane-helene,us,2024-10-09
Bernadette Woods Placky,Climate Central,leads,NEUTRAL,https://www.npr.org/2024/10/09/nx-s1-5144216/climate-change-hurricane-helene,us,2024-10-09
Kathy Moran,Alexis Tinker-Tsavalas,supports,FRIENDLY,https://www.npr.org/2024/10/09/nx-s1-5147175/wildlife-photographer-award-winners-2024,us,2024-10-09
Shane Gross,amphibians,supports,FRIENDLY,https://www.npr.org/2024/10/09/nx-s1-5147175/wildlife-photographer-award-winners-2024,us,2024-10-09
Donald Trump,Aurora,criticizes,HOSTILE,https://www.npr.org/2024/10/11/nx-s1-5147400/donald-trump-aurora-colorado-rally,us,2024-10-11
Donald Trump,Aurora,accuses,HOSTILE,https://www.npr.org/2024/10/11/nx-s1-5147400/donald-trump-aurora-colorado-rally,us,2024-10-11
Donald Trump,Mike Coffman,opposes,NEUTRAL,https://www.npr.org/2024/10/11/nx-s1-5147400/donald-trump-aurora-colorado-rally,us,2024-10-11
