,source,target,relationship,sentiment,url,date
2305,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.cnn.com/interactive/2024/politics/2020-2016-exit-polls-2024-dg/,2024-11-06
2306,Donald Trump,voters,supports,NEUTRAL,https://www.cnn.com/interactive/2024/politics/2020-2016-exit-polls-2024-dg/,2024-11-06
2307,Kamala Harris,voters,supports,NEUTRAL,https://www.cnn.com/interactive/2024/politics/2020-2016-exit-polls-2024-dg/,2024-11-06
2308,Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2309,Donald Trump,media,criticizes,HOSTILE,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2310,Fox News,Donald Trump,supports,FRIENDLY,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2311,Rupert Murdoch,Donald Trump,partners with,NEUTRAL,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2312,Donald Trump,Rupert Murdoch,criticizes,HOSTILE,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2313,Donald Trump,media,opposes,HOSTILE,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2314,Scott Jennings,Donald Trump,criticizes,NEUTRAL,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2315,Ashley Allison,Kamala Harris,supports,NEUTRAL,https://www.cnn.com/2024/11/06/media/trump-reelection-media-credibility-trust/index.html,2024-11-07
2316,Charli XCX,Kamala Harris,endorses,FRIENDLY,https://www.cnn.com/2024/11/01/style/brat-word-of-the-year-collins-dictionary-intl-scli/index.html,2024-11-01
2317,Annette Corsino,Kamala Harris,supports,FRIENDLY,https://www.cnn.com/2024/11/01/style/brat-word-of-the-year-collins-dictionary-intl-scli/index.html,2024-11-01
2318,Donald Trump,Robert F. Kennedy Jr.,supports,FRIENDLY,https://www.cnn.com/2024/11/03/health/rfk-jr-fluoride-science/index.html,2024-11-03
2319,Robert F. Kennedy Jr.,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/11/03/health/rfk-jr-fluoride-science/index.html,2024-11-03
2320,US Environmental Protection Agency,fluoride,regulates,NEUTRAL,https://www.cnn.com/2024/11/03/health/rfk-jr-fluoride-science/index.html,2024-11-03
2321,Edward Chen,US Environmental Protection Agency,criticizes,NEUTRAL,https://www.cnn.com/2024/11/03/health/rfk-jr-fluoride-science/index.html,2024-11-03
2322,CDC,fluoride,supports,NEUTRAL,https://www.cnn.com/2024/11/03/health/rfk-jr-fluoride-science/index.html,2024-11-03
2323,American Dental Association,fluoride,supports,NEUTRAL,https://www.cnn.com/2024/11/03/health/rfk-jr-fluoride-science/index.html,2024-11-03
2324,Kamala Harris,abortion,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2325,Donald Trump,abortion,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2326,Kamala Harris,economy,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2327,Donald Trump,economy,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2328,Kamala Harris,immigration,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2329,Donald Trump,immigration,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2330,Kamala Harris,crime,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2331,Donald Trump,crime,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2332,Kamala Harris,crisis,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2333,Donald Trump,crisis,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2334,Joe Biden,president,leads,NEUTRAL,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2335,Kamala Harris,president,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2336,Donald Trump,president,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2337,Tim Walz,president,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2338,JD Vance,president,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-elections/exit-polls,2024-11-05
2339,Donald Trump,Republican Party,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2340,Donald Trump,House,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2341,Donald Trump,US,accuses,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2342,Donald Trump,Elon Musk,partners with,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2343,Donald Trump,Joe Biden,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2344,Donald Trump,Putin,meets,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2345,Donald Trump,Volodymyr Zelensky,meets,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2346,Donald Trump,Jamie Raskin,accuses,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2347,Donald Trump,Liz Cheney,accuses,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2348,Donald Trump,Jack Smith,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2349,Donald Trump,Merrick Garland,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-won-presidency-said-rcna178837,2024-11-07
2350,Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2351,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2352,Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2353,Donald Trump,Supreme Court,partners with,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2354,George W. Bush,Republican,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2355,Donald Trump,Republican,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2356,Barack Obama,Democratic,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2357,Donald Trump,US,leads,NEUTRAL,https://www.nbcnews.com/politics/2024-election/donald-trump-won-according-nbc-news-exit-poll-rcna178603,2024-11-06
2358,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-wins-election-president-harris-defeat-2024-race-rcna176107,2024-11-06
2359,Joe Biden,Democratic,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-wins-election-president-harris-defeat-2024-race-rcna176107,2024-11-06
2360,Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2361,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2362,Kamala Harris,middle class,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2363,Donald Trump,economy,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2364,Donald Trump,cost of living,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2365,Joe Biden,Democratic Party,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2366,Kamala Harris,abortion,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2367,Donald Trump,border,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2368,Donald Trump,immigration,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2369,Joe Biden,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2370,Donald Trump,Republican Party,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2371,Bill McInturff,Donald Trump,partners with,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2372,Jeff Horwitt,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,2024-11-05
2373,Donald Trump,Kamala Harris,won,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2374,Republican Party,Senate,captured,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2375,Donald Trump,Hispanic voters,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2376,Kamala Harris,Hispanic voters,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2377,Democratic Party,Senate,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2378,Republican Party,Virginia,flipped,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2379,Republican Party,Ohio,flipped,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2380,Republican Party,Montana,flipped,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2381,Kamala Harris,white women,gains,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2382,Kamala Harris,college graduates,gains,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2383,Donald Trump,white women,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2384,Joe Biden,Donald Trump,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2385,Donald Trump,voters,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2386,Kamala Harris,voters,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2387,Donald Trump,economy,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2388,Kamala Harris,democracy,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2389,Democratic Party,House,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2390,Republican Party,House,defending,NEUTRAL,https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675,2024-11-06
2391,NBC News,National Election Pool (NEP),partners with,NEUTRAL,https://www.nbcnews.com/politics/2024-elections/senate-results,2024-11-05
2392,Donald Trump,White House,secures,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2393,Kamala Harris,Hispanic voters,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2394,Donald Trump,Hispanic voters,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2395,George W. Bush,Hispanic vote,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2396,Barack Obama,Hispanics,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2397,Hillary Clinton,Hispanics,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2398,Joe Biden,Hispanics,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2399,Regino Cruz,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2400,Ted Cruz,Hispanic voters,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2401,Donald Trump,economy,prioritizes,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2402,Carlos Odio,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2403,Artemio Muniz,Donald Trump,opposes,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2404,Kalman Nunez,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2405,Fernando Rivera,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2406,Danny Martinez,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2407,Yahaira Rodríguez,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2408,Christianea Valentine,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2409,Vianca Rodriguez,"working-class Americans, including Hispanics",represents,NEUTRAL,https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,2024-11-06
2410,Kamala Harris,voters,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/nbc-news-exit-poll-voters-express-concern-democracy-economy-rcna178602,2024-11-06
2411,Donald Trump,voters,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/nbc-news-exit-poll-voters-express-concern-democracy-economy-rcna178602,2024-11-06
2412,Joe Biden,voters,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/nbc-news-exit-poll-voters-express-concern-democracy-economy-rcna178602,2024-11-06
2413,Democratic Party,voters,loses ground among,NEUTRAL,https://www.nbcnews.com/politics/2024-election/nbc-news-exit-poll-voters-express-concern-democracy-economy-rcna178602,2024-11-06
2414,Joe Biden,Donald Trump,opposes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/early-voting-data-shows-new-voters-group-swing-election-rcna178187,2024-11-01
2415,Kamala Harris,Democratic,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/early-voting-data-shows-new-voters-group-swing-election-rcna178187,2024-11-01
2416,Donald Trump,Republican,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/early-voting-data-shows-new-voters-group-swing-election-rcna178187,2024-11-01
2417,Jen O’Malley Dillon,Joe Biden,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/shattered-democrats-grapple-kamala-harris-loss-rcna178967,2024-11-06
